Time	Sum	Command
29	306	--> if test ! -d $path...
277	277	---> test ! -d $path
34	312	--> if test ! -d $path...
278	278	---> test ! -d $path
26	299	--> if test ! -d $path...
273	273	---> test ! -d $path
26	298	--> if test ! -d $path...
272	272	---> test ! -d $path
27	294	--> if test ! -d $path...
267	267	---> test ! -d $path
26	312	--> if test ! -d $path...
286	286	---> test ! -d $path
26	312	-> if test ! -e $fisher_path/completions/fisher.fish...
286	286	--> test ! -e $fisher_path/completions/fisher.fish
32	372	-> if test -e $fisher_path/conf.d/fisher.fish...
276	276	--> test -e $fisher_path/conf.d/fisher.fish
64	64	--> switch "$version"...
45	597	-> if test -e "$fisher_path/fishfile"...
275	275	--> test -e "$fisher_path/fishfile"
277	277	--> and test ! -e "$fishfile"
89	1811752	-> switch "$cmd"...
63	63	--> set -e argv[1]
109	1811600	--> if test -s "$fishfile"...
308	308	---> test -s "$fishfile"
808	709780	---> set -l file (_fisher_fmt <$fishfile | _fisher_parse -R | command sed "s|@.*||")
346473	708972	----> _fisher_fmt <$fishfile | _fisher_parse -R | command sed "s|@.*||"
88769	88769	-----> command sed "s|^[[:space:]]*||;s|^$fisher_config/||;s|^~|$HOME|;s|^\.\/*|$PWD/|;s|^https*:/*||;s|^github\.com/||;s|/*\$||"
122	122	-----> set -e argv[1..2]
273608	273608	-----> command awk -v FS="[[:space:]]*#+" -v MODE="$mode" -v CMD="$cmd" -v ARGSTR="$argv" '
        BEGIN {
            for (n = split(ARGSTR, a, " "); i++ < n;) pkgs[getkey(a[i])] = a[i]
        }
        !NF { next } { k = getkey($1) }
        MODE == "-R" && !(k in pkgs) && $0 = $1
        MODE == "-W" && (/^#/ || k in pkgs || CMD != "rm") { print pkgs[k] (sub($1, "") ? $0 : "") }
        MODE == "-W" || CMD == "rm" { delete pkgs[k] }
        END {
            for (k in pkgs) {
                if (CMD != "rm" || MODE == "-W") print pkgs[k]
                else print "fisher: cannot remove \""k"\" -- package is not in fishfile" > "/dev/stderr"
            }
        }
        function getkey(s,  a) {
            return (split(s, a, /@+|:/) > 2) ? a[2]"/"a[1]"/"a[3] : a[1]
        }
    '
386176	1101403	---> _fisher_ls | _fisher_fmt | command awk -v FILE="$file" "
                    BEGIN { for (n = split(FILE, f); ++i <= n;) file[f[i]] } \$0 in file && /$argv[1]/
                " | command sed "s|^$HOME|~|"
6272	479531	----> for pkg in $fisher_config/*/*/*...
252635	252635	-----> command readlink $pkg
122	122	-----> or echo $pkg
220361	220361	-----> command readlink $pkg
141	141	-----> or echo $pkg
235696	235696	----> command sed "s|^[[:space:]]*||;s|^$fisher_config/||;s|^~|$HOME|;s|^\.\/*|$PWD/|;s|^https*:/*||;s|^github\.com/||;s|/*\$||"
90	180	> __fish_enable_bracketed_paste
90	90	-> printf "\e[?2004h"
327	170572	> fish_mode_prompt
45	170245	-> if test "$fish_key_bindings" = "fish_vi_key_bindings"...
164016	164016	--> test "$fish_key_bindings" = "fish_vi_key_bindings"
62	6184	--> switch $fish_bind_mode...
689	6122	---> prompt_segment green black "I"
93	93	----> set -l bg
72	72	----> set -l fg
37	2278	----> if [ -n "$argv[1]" ]...
2138	2138	-----> [ -n "$argv[1]" ]
103	103	-----> set bg $argv[1]
33	228	----> if [ -n "$argv[2]" ]...
102	102	-----> [ -n "$argv[2]" ]
93	93	-----> set fg $argv[2]
56	2456	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
151	151	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
2083	2083	-----> set_color -b $bg
91	91	-----> set_color $fg
75	75	-----> echo -n " "
96	96	----> set current_bg $argv[1]
33	210	----> if [ -n "$argv[3]" ]...
87	87	-----> [ -n "$argv[3]" ]
90	90	-----> echo -n -s $argv[3] " "
387	5018170	> fish_prompt
111	111	-> set -g RETVAL $status
386	379154	-> prompt_status
24	118	--> if [ $RETVAL -ne 0 ]...
94	94	---> [ $RETVAL -ne 0 ]
745	97136	--> set -l uid (id -u $USER)
96391	96391	---> id -u $USER
27	127	--> if [ $uid -eq 0 ]...
100	100	---> [ $uid -eq 0 ]
31	281387	--> if [ (jobs -l | wc -l) -gt 0 ]...
774	281356	---> [ (jobs -l | wc -l) -gt 0 ]
280582	280582	----> jobs -l | wc -l
216	141527	-> prompt_virtual_env
29	141311	--> if test "$VIRTUAL_ENV"...
141282	141282	---> test "$VIRTUAL_ENV"
498	1390	-> prompt_user
87	87	--> set -l BG 444444
72	72	--> set -l FG BCBCBC
35	733	--> if [ "$theme_display_user" = "yes" ]...
95	95	---> [ "$theme_display_user" = "yes" ]
228	516	---> get_hostname
84	84	----> set -g HOSTNAME_PROMPT ""
23	204	----> if [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]...
181	181	-----> [ "$theme_hostname" = "always" -o \( "$theme_hostname" != "never" -a -n "$SSH_CLIENT" \) ]
22	87	---> if [ $HOSTNAME_PROMPT ]...
65	65	----> [ $HOSTNAME_PROMPT ]
111	11055	-> prompt_dir
1130	10944	--> prompt_segment 1C1C1C FFFFFF (prompt_pwd)
2499	8187	---> prompt_pwd
111	111	----> set -l options 'h/help'
2093	2093	----> argparse -n prompt_pwd --max-args=0 $options -- $argv
25	94	----> if set -q _flag_help...
69	69	-----> set -q _flag_help
60	60	----> set -q fish_prompt_pwd_dir_length
78	78	----> or set -l fish_prompt_pwd_dir_length 1
308	308	----> set realhome ~
649	2677	----> set -l tmp (string replace -r '^'"$realhome"'($|/)' '~$1' $PWD)
2028	2028	-----> string replace -r '^'"$realhome"'($|/)' '~$1' $PWD
36	267	----> if [ $fish_prompt_pwd_dir_length -eq 0 ]...
92	92	-----> [ $fish_prompt_pwd_dir_length -eq 0 ]
139	139	-----> string replace -ar '(\.?[^/]{'"$fish_prompt_pwd_dir_length"'})[^/]*/' '$1/' $tmp
83	83	---> set -l bg
68	68	---> set -l fg
32	213	---> if [ -n "$argv[1]" ]...
91	91	----> [ -n "$argv[1]" ]
90	90	----> set bg $argv[1]
32	209	---> if [ -n "$argv[2]" ]...
84	84	----> [ -n "$argv[2]" ]
93	93	----> set fg $argv[2]
70	696	---> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
148	148	----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
96	96	----> set_color -b $bg
89	89	----> set_color $current_bg
83	83	----> echo -n "$segment_separator "
122	122	----> set_color -b $bg
88	88	----> set_color $fg
92	92	---> set current_bg $argv[1]
36	266	---> if [ -n "$argv[3]" ]...
88	88	----> [ -n "$argv[3]" ]
142	142	----> echo -n -s $argv[3] " "
173	53873	-> __exists hg
53700	53700	--> command -v "$name" ^/dev/null >&2
562	1657929	-> and prompt_hg
132	132	--> set -l branch
77	77	--> set -l state
45	1657158	--> if command hg id >/dev/null 2>&1...
1657113	1657113	---> command hg id >/dev/null 2>&1
228	52531	-> __exists git
52303	52303	--> command -v "$name" ^/dev/null >&2
1573	2429501	-> and prompt_git
119	119	--> set -l ref
126	2427809	--> if command git rev-parse --is-inside-work-tree >/dev/null 2>&1...
311746	311746	---> command git rev-parse --is-inside-work-tree >/dev/null 2>&1
813	332280	---> set ref (command git symbolic-ref HEAD 2> /dev/null)
331467	331467	----> command git symbolic-ref HEAD 2> /dev/null
27	126	---> if [ $status -gt 0 ]...
99	99	----> [ $status -gt 0 ]
132556	132556	---> set branch_symbol \uE0A0
791	124536	---> set -l branch (echo $ref | sed  "s-refs/heads/-$branch_symbol -")
123745	123745	----> echo $ref | sed  "s-refs/heads/-$branch_symbol -"
84	84	---> set -l BG PROMPT
1220	399408	---> set -l dirty (command git status --porcelain --ignore-submodules=dirty 2> /dev/null)
398188	398188	----> command git status --porcelain --ignore-submodules=dirty 2> /dev/null
255	1124751	---> if [ "$dirty" = "" ]...
181	181	----> [ "$dirty" = "" ]
107	107	----> set BG yellow
114	114	----> set dirty ''
102	102	----> set -l empty 0
329918	329918	----> git rev-parse --quiet --verify HEAD > /dev/null ^&1
184	184	----> set -l target
133	320081	----> if [ $empty = 1 ]...
197	197	-----> [ $empty = 1 ]
170	170	-----> set target 'HEAD'
162	162	-----> set -l unstaged 0
319074	319074	-----> git diff --no-ext-diff --ignore-submodules=dirty --quiet --exit-code
115	115	-----> or set unstaged 1
39	230	-----> if [ $unstaged = 1 ]...
95	95	------> [ $unstaged = 1 ]
96	96	------> set dirty $dirty'●'
88	88	----> set -l staged 0
339913	339913	----> git diff-index --cached --quiet --exit-code --ignore-submodules=dirty $target
28	141	----> if [ $staged = 1 ]...
113	113	-----> [ $staged = 1 ]
39	133667	----> if [ "$dirty" = "" ]...
91	91	-----> [ "$dirty" = "" ]
133537	133537	-----> set PROMPT "$branch $dirty"
710	2196	---> prompt_segment $BG black $PROMPT
86	86	----> set -l bg
67	67	----> set -l fg
33	213	----> if [ -n "$argv[1]" ]...
92	92	-----> [ -n "$argv[1]" ]
88	88	-----> set bg $argv[1]
30	198	----> if [ -n "$argv[2]" ]...
83	83	-----> [ -n "$argv[2]" ]
85	85	-----> set fg $argv[2]
69	630	----> if [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]...
152	152	-----> [ "$current_bg" != 'NONE' -a "$argv[1]" != "$current_bg" ]
90	90	-----> set_color -b $bg
86	86	-----> set_color $current_bg
80	80	-----> echo -n "$segment_separator "
77	77	-----> set_color -b $bg
76	76	-----> set_color $fg
89	89	----> set current_bg $argv[1]
32	203	----> if [ -n "$argv[3]" ]...
81	81	-----> [ -n "$argv[3]" ]
90	90	-----> echo -n -s $argv[3] " "
178	53229	-> __exists svn
53051	53051	--> command -v "$name" ^/dev/null >&2
310	236608	-> and prompt_svn
98	98	--> set -l ref
44	236200	--> if command svn ls . >/dev/null 2>&1...
236156	236156	---> command svn ls . >/dev/null 2>&1
267	875	-> prompt_finish
53	460	--> if [ -n $current_bg ]...
104	104	---> [ -n $current_bg ]
126	126	---> set_color -b normal
91	91	---> set_color $current_bg
86	86	---> echo -n "$segment_separator "
68	68	--> set_color normal
80	80	--> set -g current_bg NONE
109	109	> echo $_ " "
176	262616	> __fish_pwd
262440	262440	-> pwd | sed -e 's-^/cygdrive/\(.\)/\?-\u\1:/-'
55261	365064	> source /usr/share/fish/completions/git.fish
32	32	-> function __fish_git_commits...
17	17	-> function __fish_git_recent_commits...
14	14	-> function __fish_git_local_branches...
13	13	-> function __fish_git_remote_branches...
14	14	-> function __fish_git_branches...
15	15	-> function __fish_git_unique_remote_branches...
14	14	-> function __fish_git_tags...
13	13	-> function __fish_git_dir...
13	13	-> function __fish_git_heads...
18	18	-> function __fish_git_refs...
13	13	-> function __fish_git_remotes...
14	14	-> function __fish_git_modified_files...
14	14	-> function __fish_git_staged_files...
13	13	-> function __fish_git_add_files...
14	14	-> function __fish_git_ranges...
18	18	-> function __fish_git_needs_command...
53226	213889	-> git config -z --get-regexp 'alias\..*' | while read -lz alias command _
    # Git aliases can contain chars that variable names can't - escape them.
    if test (count $command) -ne 1
        printf (_ "Warning: alias '%s' has more than one command: '%s'") $alias "$command" >&2
    end
    set alias (string replace 'alias.' '' -- $alias | string escape --style=var)
    set -g __fish_git_alias_$alias $command
end
160663	160663	--> read -lz alias command _
43	43	-> function __fish_git_using_command...
27	27	-> function __fish_git_stash_using_command...
18	18	-> function __fish_git_stash_not_using_subcommand...
22	22	-> function __fish_git_complete_stashes...
16	16	-> function __fish_git_aliases...
20	20	-> function __fish_git_custom_commands...
21	21	-> function __fish_git_branch_for_remote...
19	19	-> function __fish_git_possible_commithash...
19	19	-> function __fish_git_reflog...
3439	3439	-> complete -f -c git -l help -d 'Display the manual of a git command'
202	202	-> complete -f -c git -n '__fish_git_needs_command' -l version -d 'Display version'
238	238	-> complete -x -c git -n '__fish_git_needs_command' -s C -a '(__fish_complete_directories)' -d 'Run as if git was started in this directory'
340	340	-> complete -x -c git -n '__fish_git_needs_command' -s c -a '(command git config -l ^/dev/null | string replace = \t)' -d 'Set a configuration option'
235	235	-> complete -x -c git -n '__fish_git_needs_command' -l exec-path -a '(__fish_git_complete_directories)' -d 'Get or set the path to the git programs'
172	172	-> complete -f -c git -n '__fish_git_needs_command' -l html-path -d 'Print the path to the html documentation'
166	166	-> complete -f -c git -n '__fish_git_needs_command' -l man-path -d 'Print the path to the man documentation'
166	166	-> complete -f -c git -n '__fish_git_needs_command' -l info-path -d 'Print the path to the info documentation'
177	177	-> complete -f -c git -n '__fish_git_needs_command' -s p -l paginate -d 'Pipe output into a pager'
166	166	-> complete -f -c git -n '__fish_git_needs_command' -l no-pager -d 'Do not pipe output into a pager'
164	164	-> complete -f -c git -n '__fish_git_needs_command' -l git-dir -d 'Set the path to the repository'
163	163	-> complete -f -c git -n '__fish_git_needs_command' -l work-tree -d 'Set the path to the working tree'
163	163	-> complete -f -c git -n '__fish_git_needs_command' -l namespace -d 'Set the namespace'
198	198	-> complete -f -c git -n '__fish_git_needs_command' -l bare -d 'Treat the repository as bare'
167	167	-> complete -f -c git -n '__fish_git_needs_command' -l no-replace-objects -d 'Do not use replacement refs to replace git objects'
162	162	-> complete -f -c git -n '__fish_git_needs_command' -l literal-pathspecs -d 'Treat pathspecs literally'
163	163	-> complete -f -c git -n '__fish_git_needs_command' -l glob-pathspecs -d 'Treat pathspecs as globs'
164	164	-> complete -f -c git -n '__fish_git_needs_command' -l noglob-pathspecs -d "Don't treat pathspecs as globs"
196	196	-> complete -f -c git -n '__fish_git_needs_command' -l icase-pathspecs -d 'Match pathspecs case-insensitively'
266	266	-> complete -f -c git -n '__fish_git_using_command log show diff-tree rev-list' -l pretty -a 'oneline short medium full fuller email raw format:'
185	185	-> complete -f -c git -n '__fish_git_needs_command' -a fetch -d 'Download objects and refs from another repository'
265	265	-> complete -f -c git -n '__fish_git_using_command fetch; and not __fish_git_branch_for_remote' -a '(__fish_git_remotes)' -d 'Remote'
297	297	-> complete -f -c git -n '__fish_git_using_command fetch; and __fish_git_branch_for_remote' -a '(__fish_git_branch_for_remote)' -d 'Branch'
182	182	-> complete -f -c git -n '__fish_git_using_command fetch' -s q -l quiet -d 'Be quiet'
177	177	-> complete -f -c git -n '__fish_git_using_command fetch' -s v -l verbose -d 'Be verbose'
160	160	-> complete -f -c git -n '__fish_git_using_command fetch' -s a -l append -d 'Append ref names and object names'
122	122	-> complete -f -c git -n '__fish_git_using_command fetch' -s f -l force -d 'Force update of local branches'
245	245	-> complete -f -c git -n '__fish_git_needs_command' -a filter-branch -d 'Rewrite branches'
143	143	-> complete -f -c git -n '__fish_git_using_command filter-branch' -l env-filter -d 'This filter may be used if you only need to modify the environment'
196	196	-> complete -f -c git -n '__fish_git_using_command filter-branch' -l tree-filter -d 'This is the filter for rewriting the tree and its contents.'
212	212	-> complete -f -c git -n '__fish_git_using_command filter-branch' -l index-filter -d 'This is the filter for rewriting the index.'
204	204	-> complete -f -c git -n '__fish_git_using_command filter-branch' -l parent-filter -d 'This is the filter for rewriting the commit\\(cqs parent list.'
255	255	-> complete -f -c git -n '__fish_git_using_command filter-branch' -l msg-filter -d 'This is the filter for rewriting the commit messages.'
174	174	-> complete -f -c git -n '__fish_git_using_command filter-branch' -l commit-filter -d 'This is the filter for performing the commit.'
190	190	-> complete -f -c git -n '__fish_git_using_command filter-branch' -l tag-name-filter -d 'This is the filter for rewriting tag names.'
171	171	-> complete -f -c git -n '__fish_git_using_command filter-branch' -l subdirectory-filter -d 'Only look at the history which touches the given subdirectory.'
156	156	-> complete -f -c git -n '__fish_git_using_command filter-branch' -l prune-empty -d 'Ignore empty commits generated by filters'
205	205	-> complete -f -c git -n '__fish_git_using_command filter-branch' -l original -d 'Use this option to set the namespace where the original commits will be stored'
187	187	-> complete -r -c git -n '__fish_git_using_command filter-branch' -s d -d 'Use this option to set the path to the temporary directory used for rewriting'
197	197	-> complete -c git -n '__fish_git_using_command filter-branch' -s f -l force -d 'Force filter branch to start even w/ refs in refs/original or existing temp directory'
4096	4096	-> set -l remotecommands add rm show prune update rename set-head set-url set-branches
160	160	-> complete -f -c git -n '__fish_git_needs_command' -a remote -d 'Manage set of tracked repositories'
157	157	-> complete -f -c git -n '__fish_git_using_command remote' -a '(__fish_git_remotes)'
232	232	-> complete -f -c git -n "__fish_git_using_command remote; and not __fish_seen_subcommand_from $remotecommands" -s v -l verbose -d 'Be verbose'
220	220	-> complete -f -c git -n "__fish_git_using_command remote; and not __fish_seen_subcommand_from $remotecommands" -a add -d 'Adds a new remote'
219	219	-> complete -f -c git -n "__fish_git_using_command remote; and not __fish_seen_subcommand_from $remotecommands" -a rm -d 'Removes a remote'
213	213	-> complete -f -c git -n "__fish_git_using_command remote; and not __fish_seen_subcommand_from $remotecommands" -a show -d 'Shows a remote'
230	230	-> complete -f -c git -n "__fish_git_using_command remote; and not __fish_seen_subcommand_from $remotecommands" -a prune -d 'Deletes all stale tracking branches'
211	211	-> complete -f -c git -n "__fish_git_using_command remote; and not __fish_seen_subcommand_from $remotecommands" -a update -d 'Fetches updates'
212	212	-> complete -f -c git -n "__fish_git_using_command remote; and not __fish_seen_subcommand_from $remotecommands" -a rename -d 'Renames a remote'
212	212	-> complete -f -c git -n "__fish_git_using_command remote; and not __fish_seen_subcommand_from $remotecommands" -a set-head -d 'Sets the default branch for a remote'
292	292	-> complete -f -c git -n "__fish_git_using_command remote; and not __fish_seen_subcommand_from $remotecommands" -a set-url -d 'Changes URLs for a remote'
232	232	-> complete -f -c git -n "__fish_git_using_command remote; and not __fish_seen_subcommand_from $remotecommands" -a set-branches -d 'Changes the list of branches tracked by a remote'
145	145	-> complete -f -c git -n "__fish_git_using_command remote; and __fish_seen_subcommand_from add " -s f -d 'Once the remote information is set up git fetch <name> is run'
142	142	-> complete -f -c git -n "__fish_git_using_command remote; and __fish_seen_subcommand_from add " -l tags -d 'Import every tag from a remote with git fetch <name>'
140	140	-> complete -f -c git -n "__fish_git_using_command remote; and __fish_seen_subcommand_from add " -l no-tags -d "Don't import tags from a remote with git fetch <name>"
158	158	-> complete -f -c git -n "__fish_git_using_command remote; and __fish_seen_subcommand_from set-branches" -l add -d 'Add to the list of currently tracked branches instead of replacing it'
